pcn_code,Cegedim,EMIS,TPP,Unknown,sub_ICB
U49929,0,0,4,0,99F
U49944,0,0,3,0,03N
U50083,0,3,0,0,18C
U50107,0,3,0,0,A3A8R
U50165,0,2,0,0,03W
U50197,0,4,0,0,72Q
U50263,0,0,3,0,15F
U50277,0,6,0,0,72Q
U50311,0,5,0,0,93C
U50322,0,0,4,0,15N
U50573,0,2,0,0,01K
U50767,0,1,0,0,91Q
U50771,0,4,0,0,A3A8R
U50996,0,2,3,0,02T
U51050,0,3,0,0,W2U3Z
U51153,0,2,4,0,15E
U51200,0,0,3,0,52R
U51229,0,0,5,0,M1J4Y
U51307,0,7,1,0,A3A8R
U51357,0,4,0,0,92A
U51429,0,0,2,0,11J
U51488,0,1,2,0,06T
U51492,0,4,0,0,A3A8R
U51498,0,8,0,0,W2U3Z
U51577,0,3,0,0,93C
U51636,0,6,0,0,93C
U51667,0,0,4,0,04V
U51839,0,4,0,0,91Q
U51930,0,4,0,0,W2U3Z
U52026,0,6,0,0,M2L0M
U52075,0,0,4,0,42D
U52199,0,4,0,0,36L
U52219,0,1,5,0,03K
U52261,0,1,5,0,78H
U52297,0,7,0,0,00P
U52461,0,6,0,0,93C
U52468,0,3,0,0,06T
U52546,0,4,0,0,36L
U52641,0,3,0,0,A3A8R
U52694,0,0,4,0,70F
U52763,0,0,2,0,07K
U52802,0,0,2,0,71E
U52814,0,3,0,0,36L
U52868,0,4,0,0,97R
U52997,0,0,9,0,06L
U53179,0,0,4,0,11M
U53230,0,6,0,0,99A
U53279,0,0,4,0,02T
U53317,0,4,0,0,92A
U53419,0,0,3,0,78H
U53562,0,1,9,0,W2U3Z
U53612,0,3,0,0,06N
U53637,0,0,2,0,15M
U53775,0,1,0,0,14Y
U53896,0,9,0,0,72Q
U53900,0,6,0,0,01Y
U53962,0,0,5,0,84H
U53963,0,0,8,0,52R
U53997,0,0,3,0,D9Y0V
U53999,0,0,10,0,15M
U54007,0,5,0,0,93C
U54044,0,1,6,0,D2P2L
U54372,0,0,7,0,X2C4Y
U54453,0,4,0,0,A3A8R
U54554,0,3,0,0,15E
U54565,0,3,0,0,B2M3M
U54760,0,3,4,0,97R
U54764,0,0,5,0,04C
U54853,0,0,7,0,02X
U54911,0,10,0,0,99A
U54948,0,8,0,0,15E
U55014,0,2,2,0,09D
U55117,0,0,4,0,52R
U55146,0,0,9,0,99E
U55161,0,6,0,0,01D
U55369,0,0,3,0,06H
U55387,0,7,0,0,A3A8R
U55397,0,0,3,0,15N
U55399,0,3,0,0,15N
U55441,0,6,0,0,D2P2L
U55709,0,5,0,0,93C
U55717,0,0,5,0,W2U3Z
U55724,0,7,0,0,B2M3M
U55812,0,0,1,0,06K
U55830,0,0,7,0,16C
U55887,0,0,5,0,26A
U55939,0,14,0,0,A3A8R
U55979,0,0,7,0,92G
U56140,0,0,1,0,D9Y0V
U56215,0,1,4,0,71E
U56223,0,0,2,0,02Y
U56341,0,1,6,0,W2U3Z
U56562,0,0,1,0,03Q
U56575,0,4,0,0,D4U1Y
U56676,0,0,6,0,07H
U56681,0,3,0,0,A3A8R
U56729,0,8,0,0,05Q
U56757,0,3,0,0,91Q
U56857,0,4,0,0,01W
U56977,0,0,6,0,42D
U57009,0,0,4,0,42D
U57096,0,6,0,0,00X
U57294,0,3,0,0,D2P2L
U57300,0,2,0,0,92A
U57321,0,4,0,0,10Q
U57480,0,16,0,0,99A
U57586,0,7,0,0,W2U3Z
U57641,0,15,3,0,05D
U57786,0,4,0,0,01G
U57955,0,0,4,0,42D
U57981,0,0,4,0,70F
U58020,0,7,0,0,72Q
U58127,0,4,0,0,B2M3M
U58188,0,5,0,0,14L
U58215,0,2,2,0,07H
U58256,0,5,0,0,A3A8R
U58312,0,10,0,0,93C
U58435,0,0,7,0,71E
U58525,0,5,0,0,92A
U58538,0,7,0,0,93C
U58600,0,0,1,0,M1J4Y
U58673,0,0,3,0,78H
U58704,0,0,9,0,71E
U58708,0,2,0,0,15A
U58840,0,0,3,0,11J
U58973,0,1,4,0,06K
U59216,0,2,0,0,52R
U59367,0,0,1,0,06N
U59570,0,7,0,0,01K
U59591,0,0,2,0,M1J4Y
U59622,0,5,0,0,14Y
U59961,0,0,7,0,26A
U59980,0,3,0,0,01K
U60057,0,11,0,0,M2L0M
U60094,0,18,0,0,72Q
U60098,0,7,0,0,D2P2L
U60113,0,4,0,0,11N
U60176,0,0,5,0,X2C4Y
U60337,0,7,0,0,93C
U60450,0,6,0,0,W2U3Z
U60509,0,0,6,0,15M
U60510,0,10,0,0,01G
U60524,0,3,0,0,72Q
U60622,0,4,0,0,11X
U60757,0,0,3,0,70F
U60843,0,0,2,0,15M
U60845,0,4,0,0,D2P2L
U60865,0,4,0,0,A3A8R
U60916,0,2,0,0,10Q
U60978,0,5,0,0,15M
U61151,0,8,0,0,91Q
U61321,0,0,4,0,15M
U61347,0,0,6,0,92G
U61505,0,0,2,0,15F
U61868,0,7,0,0,00P
U61963,0,5,0,0,36L
U62043,0,0,4,0,11N
U62122,0,0,4,0,M1J4Y
U62148,0,3,0,0,M2L0M
U62213,0,12,0,0,B2M3M
U62251,0,3,0,0,10Q
U62360,0,0,7,0,W2U3Z
U62384,0,0,1,0,03F
U62485,0,2,2,0,26A
U62501,0,4,0,0,15A
U62545,0,0,4,0,92G
U62614,0,0,5,0,W2U3Z
U62853,0,0,5,0,03N
U62975,0,7,0,0,18C
U63047,0,3,0,0,93C
U63072,0,0,4,0,06H
U63129,0,1,4,0,52R
U63186,0,2,0,0,15A
U63233,0,2,0,0,D9Y0V
U63258,0,2,6,0,15M
U63386,0,1,0,0,14Y
U63454,0,5,0,0,02M
U63540,0,0,8,0,X2C4Y
U63565,0,0,5,0,11M
U63770,0,0,3,0,92G
U63843,0,8,0,0,15C
U63844,0,0,4,0,16C
U63948,0,0,5,0,04V
U64003,0,4,0,0,M2L0M
U64053,0,0,5,0,11N
U64148,0,2,0,0,05Q
U64165,0,0,3,0,M1J4Y
U64175,0,1,4,0,02Y
U64356,0,0,4,0,M1J4Y
U64426,0,0,5,0,04C
U64436,0,2,0,0,00R
U64487,0,7,0,0,01D
U64531,0,0,4,0,15N
U64597,0,8,0,0,01W
U64639,0,21,0,0,99A
U64705,0,0,4,0,06L
U64748,0,0,4,0,11J
U64827,0,0,1,0,02Y
U64938,0,0,4,0,03N
U65039,0,0,1,0,15E
U65044,0,0,4,0,36J
U65095,0,0,7,0,52R
U65132,0,10,0,0,D2P2L
U65207,0,2,0,0,15C
U65316,1,12,0,0,00T
U65434,0,5,0,0,72Q
U65471,0,6,1,0,A3A8R
U65562,0,1,0,0,18C
U65582,0,7,0,0,99A
U65853,0,6,0,0,14L
U65941,0,1,5,0,06H
U65968,0,9,0,0,15E
U66005,0,3,0,0,18C
U66012,0,0,1,0,03Q
U66020,0,6,0,0,27D
U66146,0,7,0,0,D2P2L
U66218,0,0,7,0,42D
U66269,0,0,3,0,92G
U66344,0,1,0,0,06T
U66368,0,4,0,0,02A
U66484,0,5,0,0,D2P2L
U66596,0,3,0,0,15C
U66620,0,6,0,0,36L
U66688,0,3,0,0,01H
U66785,0,0,6,0,15N
U66858,0,0,7,0,X2C4Y
U66904,0,0,4,0,06H
U67032,0,7,0,0,D4U1Y
U67045,0,6,0,0,91Q
U67110,0,7,0,0,72Q
U67133,0,4,0,0,91Q
U67149,0,8,0,0,01X
U67183,0,5,0,0,02G
U67243,0,0,3,0,15F
U67303,0,1,0,0,01H
U67304,0,3,0,0,92A
U67475,0,6,0,0,14Y
U67590,0,0,4,0,03W
U67607,0,0,1,0,15E
U67660,0,5,0,0,00Y
U67865,0,0,4,0,15M
U68127,0,0,9,0,07G
U68213,0,2,0,0,11N
U68252,0,10,0,0,B2M3M
U68450,0,1,2,0,92G
U68552,0,0,1,0,15N
U68649,0,2,5,0,15N
U68696,0,1,0,0,15A
U68943,0,4,0,0,27D
U68970,0,8,0,0,91Q
U69052,0,0,7,0,02H
U69072,0,5,1,0,05W
U69252,0,0,3,0,78H
U69393,0,9,0,0,01G
U69551,0,2,4,0,X2C4Y
U69575,0,0,9,0,X2C4Y
U69625,0,6,0,0,15E
U69695,0,5,0,0,01A
U69720,0,6,0,0,00P
U69841,0,6,0,0,00Q
U69865,0,0,2,0,15N
U69901,0,0,2,0,11N
U70185,0,0,1,0,92G
U70212,0,0,5,0,16C
U70230,0,5,5,0,02H
U70326,0,6,0,0,D2P2L
U70497,0,1,11,0,84H
U70624,0,2,1,0,13T
U70739,0,3,0,0,10Q
U70886,0,2,0,0,15C
U71014,0,0,1,0,92G
U71089,0,2,2,0,06K
U71206,0,3,0,0,36L
U71550,0,0,6,0,71E
U71643,0,11,0,0,01J
U71716,0,0,10,0,71E
U71739,0,7,0,0,A3A8R
U71777,0,0,6,0,06H
U71839,0,3,0,0,14L
U71897,0,5,0,0,14Y
U71931,0,0,5,0,03W
U72114,0,0,2,0,10R
U72129,0,2,0,0,14Y
U72156,0,0,5,0,99E
U72231,0,3,0,0,36L
U72309,0,1,6,0,15E
U72457,0,4,4,0,06T
U72604,0,3,0,0,06N
U72706,0,0,5,0,26A
U72748,0,3,0,0,D9Y0V
U72812,0,1,8,0,15M
U72848,0,0,5,0,15N
U72999,0,0,4,0,02X
U73005,0,0,5,0,04C
U73009,0,4,0,0,91Q
U73010,0,1,0,0,D9Y0V
U73163,0,0,9,0,W2U3Z
U73212,0,0,6,0,26A
U73227,0,3,0,0,D4U1Y
U73296,0,2,0,0,15N
U73458,0,6,0,0,36L
U73478,0,6,0,0,00V
U73923,0,5,0,0,D2P2L
U73966,0,2,0,0,06N
U74074,0,0,5,0,15N
U74229,0,3,0,0,02M
U74266,0,2,0,0,91Q
U74544,0,0,4,0,04V
U74554,0,0,1,0,15E
U74798,0,11,0,0,36L
U74819,0,0,4,0,M1J4Y
U75018,0,5,4,0,02X
U75079,0,0,6,0,D9Y0V
U75268,0,0,6,0,71E
U75274,0,0,3,0,11J
U75375,0,2,0,0,10Q
U75382,0,5,0,0,06N
U75449,0,6,0,0,00Y
U75549,0,0,4,0,06H
U75847,0,4,0,0,D4U1Y
U76028,0,4,0,0,13T
U76032,0,7,0,0,11N
U76122,0,7,0,0,A3A8R
U76315,0,0,7,0,15F
U76349,0,0,4,0,03F
U76383,0,0,2,0,36J
U76419,0,4,5,0,15E
U76444,0,0,2,0,15N
U76572,0,2,0,0,01H
U76753,0,0,5,0,03F
U76772,0,1,4,0,04V
U76778,0,6,0,0,72Q
U76801,0,4,0,0,00V
U76908,0,4,0,0,91Q
U76977,0,0,2,0,11M
U77096,0,4,3,0,84H
U77170,0,7,0,0,W2U3Z
U77200,0,4,0,0,14Y
U77203,0,3,0,0,06N
U77315,0,0,5,0,04C
U77416,0,8,0,0,D2P2L
U77447,0,5,0,0,72Q
U77584,0,0,4,0,92A
U77811,0,5,0,0,36L
U78157,0,8,0,0,W2U3Z
U78164,0,0,2,0,92G
U78207,0,1,9,0,15M
U78272,0,1,0,0,36L
U78361,0,0,10,0,36J
U78369,0,3,0,0,06N
U78443,0,5,0,0,01D
U78449,0,0,6,0,15F
U78462,0,0,2,0,92G
U78466,0,2,0,0,91Q
U78490,0,4,0,0,15C
U78517,0,2,0,0,93C
U78528,0,2,3,0,52R
U78575,0,10,1,0,A3A8R
U78604,0,0,4,0,11J
U78687,0,4,0,0,14L
U78694,0,5,0,0,18C
U78708,0,1,2,0,15F
U79003,0,4,1,0,15E
U79015,0,0,4,0,06H
U79019,0,0,4,0,92G
U79049,0,2,0,0,27D
U79121,0,5,0,0,12F
U79163,0,1,4,0,03K
U79246,0,0,4,0,42D
U79310,0,1,4,0,X2C4Y
U79313,0,3,3,0,03N
U79381,0,0,2,0,15E
U79397,0,2,1,0,03F
U79408,0,8,0,0,01F
U79433,0,0,5,0,15E
U79464,0,0,2,0,78H
U79523,0,1,2,0,02X
U79533,0,9,0,0,05Q
U79574,0,0,3,0,15N
U79587,0,0,8,0,W2U3Z
U79678,0,6,0,0,00T
U79722,0,5,0,0,M2L0M
U79723,0,0,8,0,99E
U79764,0,7,0,0,97R
U79881,0,6,0,0,02A
U79932,0,0,6,0,M1J4Y
U79938,0,6,0,0,00T
U80019,0,7,0,0,93C
U80251,0,4,0,0,92A
U80264,0,2,0,0,15A
U80335,0,0,5,0,06K
U80470,0,0,4,0,42D
U80502,0,7,0,0,91Q
U80633,0,0,4,0,03N
U80679,0,0,5,0,06Q
U80710,0,0,8,0,W2U3Z
U80758,0,0,5,0,11J
U80779,0,2,0,0,70F
U81168,0,0,3,0,15F
U81184,0,2,0,0,93C
U81217,0,0,3,0,06H
U81307,0,5,0,0,11X
U81324,0,0,14,0,W2U3Z
U81398,0,0,4,0,06K
U81405,0,3,0,0,01A
U81415,0,0,2,0,02T
U81483,0,1,3,0,42D
U81818,0,5,0,0,05G
U81825,0,0,5,0,84H
U81930,0,9,0,0,11X
U81960,0,0,7,0,W2U3Z
U82047,0,0,5,0,06K
U82077,0,2,0,0,00R
U82095,0,0,1,0,03F
U82305,0,3,3,0,15E
U82404,0,3,0,0,14Y
U82487,0,6,0,0,D4U1Y
U82499,0,2,3,0,02Q
U82523,0,0,5,0,15N
U82536,0,0,3,0,92G
U82612,0,7,0,0,27D
U82712,0,2,2,0,15F
U82731,0,4,0,0,02M
U82789,0,4,0,0,B2M3M
U83168,0,6,0,0,93C
U83279,0,4,0,0,10Q
U83457,0,8,0,0,93C
U83494,0,3,0,0,05V
U83511,0,0,3,0,M1J4Y
U83524,0,0,1,0,06H
U83604,0,3,0,0,10Q
U83990,0,5,0,0,02A
U84081,0,3,0,0,91Q
U84150,0,3,0,1,36L
U84175,0,1,0,0,11X
U84198,0,0,5,0,15N
U84263,0,4,0,0,05V
U84277,0,0,4,0,D9Y0V
U84294,0,1,0,0,15C
U84379,0,1,3,0,02T
U84454,0,0,6,0,99F
U84465,0,0,6,0,06Q
U84490,0,0,6,0,03R
U84529,0,9,0,0,18C
U84537,0,0,2,0,92G
U84543,0,0,4,0,15F
U84550,0,2,0,0,92A
U84655,0,6,0,0,93C
U84846,0,7,0,0,W2U3Z
U85008,0,0,3,0,16C
U85067,0,0,3,0,84H
U85198,0,0,4,0,52R
U85257,0,0,4,0,16C
U85348,0,3,0,0,97R
U85476,0,0,1,0,36J
U85493,0,2,0,0,27D
U85644,0,0,2,0,92G
U85685,0,5,0,0,05W
U85744,0,4,0,0,36L
U85748,0,6,0,0,14L
U85953,0,0,3,0,06H
U85954,0,9,0,0,14L
U85986,0,6,0,0,27D
U86169,0,3,0,0,92A
U86258,0,0,4,0,M1J4Y
U86378,0,0,2,0,M1J4Y
U86433,0,1,0,0,D4U1Y
U86579,0,7,0,0,15C
U86623,0,4,0,0,92A
U86774,0,3,0,0,D9Y0V
U86881,0,9,0,0,D2P2L
U86948,0,4,0,0,18C
U86966,0,3,0,0,A3A8R
U87168,0,7,0,0,93C
U87170,0,1,5,0,13T
U87177,0,1,3,0,03L
U87199,0,5,0,0,A3A8R
U87221,0,6,0,0,D9Y0V
U87255,0,3,0,0,05W
U87298,0,0,6,0,W2U3Z
U87332,0,0,6,0,04C
U87442,0,7,0,0,91Q
U87478,0,3,0,0,70F
U87499,0,0,3,0,04C
U87508,0,0,4,0,06K
U87524,0,9,0,0,72Q
U87666,0,0,4,0,03H
U87755,0,4,0,0,15N
U87769,0,0,4,0,36J
U87776,0,2,1,0,A3A8R
U87787,0,7,0,0,36L
U87882,0,0,4,0,06K
U87914,0,3,0,0,15N
U87975,0,3,0,0,00R
U87998,0,0,2,0,06Q
U88126,0,5,0,0,36L
U88179,0,3,0,0,15C
U88190,0,7,0,0,15E
U88254,0,0,3,0,06H
U88279,0,2,0,0,D9Y0V
U88280,0,0,5,0,03L
U88348,0,3,0,0,00Q
U88368,0,8,0,0,D2P2L
U88407,0,7,0,0,92A
U88414,0,11,0,0,04Y
U88623,0,7,0,0,27D
U88743,0,3,0,0,14Y
U88820,0,5,0,0,72Q
U88890,0,2,3,0,03F
U89118,0,6,0,0,00N
U89131,0,7,0,0,92A
U89134,0,0,3,0,06H
U89141,0,0,7,0,16C
U89143,0,0,5,0,11J
U89154,0,3,0,0,A3A8R
U89162,0,0,8,0,07K
U89375,0,5,0,0,W2U3Z
U89419,0,1,0,0,15A
U89554,0,3,2,0,06H
U89699,0,4,0,0,02Y
U89762,0,3,0,0,D4U1Y
U89776,0,5,0,0,01D
U89806,0,6,0,0,W2U3Z
U90050,0,4,0,0,92A
U90095,0,0,3,0,06L
U90174,0,6,0,0,D4U1Y
U90175,0,3,0,0,92A
U90236,0,3,0,0,10Q
U90309,0,0,1,0,M1J4Y
U90349,0,0,7,0,52R
U90453,0,5,0,0,36L
U90656,0,0,5,0,15M
U90673,0,0,5,0,26A
U90861,0,2,1,0,D9Y0V
U90977,0,1,0,0,15C
U91030,0,3,0,0,12F
U91110,0,2,3,0,99C
U91215,0,0,5,0,26A
U91254,0,8,0,0,13T
U91268,0,4,1,0,15E
U91286,0,0,1,0,M1J4Y
U91385,0,1,0,0,D9Y0V
U91471,0,0,7,0,W2U3Z
U91476,0,1,5,0,03N
U91762,0,4,0,0,B2M3M
U91790,0,0,4,0,42D
U91844,0,4,0,0,91Q
U91913,0,0,5,0,15N
U91930,0,7,0,0,W2U3Z
U91937,0,6,1,0,05G
U91979,0,0,6,0,99E
U92096,0,9,0,0,91Q
U92100,0,1,0,0,91Q
U92125,0,3,0,0,15C
U92128,0,2,0,0,11N
U92151,0,4,0,0,36L
U92223,0,2,0,0,01H
U92384,0,3,0,0,14Y
U92558,0,0,3,0,99E
U92562,0,15,0,0,B2M3M
U92581,0,2,1,0,15F
U92600,0,1,0,0,D9Y0V
U92720,0,6,2,0,A3A8R
U92836,0,2,0,0,36L
U92874,0,3,0,0,A3A8R
U92975,0,8,0,0,01E
U93045,0,5,0,0,A3A8R
U93148,0,0,5,0,92G
U93165,0,0,10,0,15E
U93499,0,4,0,0,72Q
U93573,0,0,1,0,M1J4Y
U93726,0,0,7,0,71E
U93827,0,1,4,0,03N
U93843,0,0,8,0,03H
U93998,0,2,3,0,05W
U94009,0,10,0,0,01X
U94037,0,6,0,0,01X
U94126,0,1,0,0,72Q
U94184,0,5,0,0,92A
U94342,0,2,2,0,52R
U94373,0,7,0,0,14L
U94460,0,1,6,0,16C
U94664,0,0,4,0,15F
U94681,0,1,2,0,26A
U94747,0,5,0,0,A3A8R
U94879,0,3,0,0,01H
U94996,0,3,0,0,97R
U95154,0,0,9,0,W2U3Z
U95193,0,0,8,0,99C
U95344,0,5,0,0,02A
U95499,0,0,4,0,04V
U95574,0,0,4,0,06H
U95654,0,5,0,0,10Q
U95672,0,3,0,0,D9Y0V
U95792,0,0,2,0,06L
U95892,0,0,1,0,03H
U96077,0,0,3,0,15N
U96099,0,4,0,0,10Q
U96127,0,3,1,0,02H
U96198,0,5,0,0,18C
U96202,0,0,3,0,84H
U96282,0,1,1,0,15F
U96386,0,0,4,0,70F
U96425,0,2,0,0,92A
U96434,0,7,0,0,36L
U96568,0,3,2,0,78H
U96599,0,5,0,0,93C
U96653,0,5,0,0,01A
U96870,0,1,6,0,02E
U97051,0,5,0,0,06N
U97101,0,1,2,0,03K
U97340,0,2,0,0,D9Y0V
U97645,0,3,0,0,00R
U97650,0,4,0,0,36L
U97651,0,0,4,0,78H
U97695,0,4,0,0,18C
U97785,0,0,1,0,02Y
U97801,0,4,1,0,00T
U97855,0,0,2,0,92G
U98004,0,0,13,0,W2U3Z
U98116,0,1,0,0,D9Y0V
U98152,0,4,0,0,27D
U98167,0,2,0,0,15C
U98291,0,0,6,0,D2P2L
U98318,0,0,3,0,42D
U98408,0,6,0,0,14L
U98432,0,3,0,0,27D
U98513,0,0,4,0,36J
U98530,0,0,6,0,07G
U98548,0,2,0,0,15A
U98580,0,5,0,0,72Q
U98623,0,0,3,0,15F
U98785,0,0,5,0,07K
U98974,0,6,0,0,18C
U98994,0,0,4,0,42D
U99055,0,0,7,0,03L
U99194,0,15,0,0,12F
U99355,0,6,0,0,72Q
U99438,0,8,0,0,97R
U99463,0,0,12,0,52R
U99474,0,5,0,0,15A
U99739,0,0,4,0,06Q
U99971,0,8,0,0,01W
