pcn_code,EMIS,EMIS (I),TPP,VISION,ICB
U50165,156,0,78,0,03W
U50197,312,0,0,0,72Q
U50263,0,0,234,0,15F
U50277,468,0,0,0,72Q
U50311,390,0,0,0,93C
U50320,936,0,0,0,B2M3M
U50322,0,0,312,0,15N
U50573,156,0,0,0,01K
U50767,78,0,0,0,91Q
U50771,312,0,0,0,A3A8R
U50996,156,0,234,0,02T
U51050,234,0,0,0,W2U3Z
U51153,234,0,234,0,15E
U51200,0,0,234,0,52R
U51229,0,0,390,0,M1J4Y
U51307,546,0,78,0,A3A8R
U51357,312,0,0,0,92A
U51429,0,0,156,0,11J
U51488,78,0,156,0,06T
U51492,312,0,0,0,A3A8R
U51498,624,0,0,0,W2U3Z
U51577,234,0,0,0,93C
U51636,468,0,0,0,93C
U51667,0,0,312,0,04V
U51839,312,0,0,0,91Q
U51930,312,0,0,0,W2U3Z
U52026,468,0,0,0,M2L0M
U52075,0,0,312,0,42D
U52199,468,0,0,0,36L
U52219,78,0,390,0,03K
U52261,143,0,325,0,78H
U52297,546,0,0,0,00P
U52461,624,0,0,0,93C
U52468,234,0,0,0,06T
U52546,312,0,0,0,36L
U52641,234,0,0,0,A3A8R
U52694,0,0,312,0,70F
U52763,0,0,156,0,07K
U52802,0,0,156,0,71E
U52814,234,0,0,0,36L
U52827,0,0,312,0,99G
U52868,390,0,0,0,97R
U52875,0,0,273,0,M1J4Y
U52891,455,0,0,0,99A
U52997,0,0,1014,0,06L
U53179,0,0,312,0,11M
U53230,702,0,0,0,99A
U53279,0,0,312,0,02T
U53317,312,0,0,0,92A
U53419,0,0,377,0,78H
U53562,78,0,702,0,W2U3Z
U53612,312,0,0,0,06N
U53637,0,0,156,0,15M
U53775,78,0,0,0,14Y
U53896,702,0,0,0,72Q
U53900,468,0,0,0,01Y
U53962,0,0,325,0,84H
U53963,0,0,624,0,52R
U53997,65,0,247,0,D9Y0V
U53999,0,0,858,0,15M
U54007,390,0,0,0,93C
U54044,78,0,507,0,D2P2L
U54229,234,0,0,0,15E
U54308,234,0,156,0,09D
U54372,0,0,546,0,X2C4Y
U54453,312,0,0,0,A3A8R
U54554,234,0,0,0,15E
U54565,312,0,0,0,B2M3M
U54760,312,0,234,0,97R
U54764,0,0,468,0,04C
U54853,0,0,546,0,02X
U54911,1014,0,0,0,99A
U54948,702,0,0,0,15E
U55014,234,0,156,0,09D
U55146,0,0,702,0,99E
U55161,468,0,0,0,01D
U55369,0,0,234,0,06H
U55387,780,0,0,0,A3A8R
U55397,0,0,234,0,15N
U55399,234,0,0,0,15N
U55441,468,0,0,0,D2P2L
U55709,390,0,0,0,93C
U55717,0,0,390,0,W2U3Z
U55724,546,0,0,0,B2M3M
U55812,0,0,156,0,06K
U55830,0,0,546,0,16C
U55939,1092,0,0,0,A3A8R
U55979,0,0,546,0,92G
U56140,0,0,78,0,D9Y0V
U56174,468,0,0,0,15E
U56215,156,0,234,0,71E
U56223,0,0,156,0,02Y
U56341,78,0,468,0,W2U3Z
U56562,0,0,78,0,03Q
U56575,312,0,0,0,D4U1Y
U56676,0,0,468,0,07H
U56681,234,0,0,0,A3A8R
U56729,624,0,0,0,05Q
U56757,234,0,0,0,91Q
U56857,312,0,0,0,01W
U56977,0,0,468,0,42D
U57009,0,0,312,0,42D
U57096,494,0,0,0,00X
U57294,234,0,0,0,D2P2L
U57300,234,0,0,0,92A
U57321,312,0,0,0,10Q
U57426,312,0,0,0,91Q
U57480,1274,0,0,0,99A
U57586,546,0,0,0,W2U3Z
U57641,1170,0,234,0,05D
U57741,546,0,0,0,M2L0M
U57786,312,0,0,0,01G
U57955,0,0,312,0,42D
U57981,0,0,312,0,70F
U58020,546,0,0,0,72Q
U58127,312,0,0,0,B2M3M
U58188,390,0,0,0,14L
U58215,260,0,130,0,07H
U58256,390,0,0,0,A3A8R
U58312,780,0,0,0,93C
U58435,0,0,546,0,71E
U58525,390,0,0,0,92A
U58538,1053,0,0,0,93C
U58600,0,0,312,0,M1J4Y
U58673,0,0,312,0,78H
U58704,0,0,702,0,71E
U58708,156,0,0,0,15A
U58840,0,0,312,0,11J
U58973,78,0,312,0,06K
U59216,156,0,0,0,52R
U59367,234,0,78,0,06N
U59570,429,0,0,0,01K
U59591,0,0,299,0,M1J4Y
U59622,390,0,0,0,14Y
U59961,0,0,546,0,26A
U59980,208,0,0,0,01K
U60057,1248,0,0,0,M2L0M
U60094,1404,0,0,0,72Q
U60098,546,0,0,0,D2P2L
U60113,312,0,0,0,11N
U60176,0,0,390,0,X2C4Y
U60337,546,0,0,0,93C
U60450,468,0,0,0,W2U3Z
U60509,0,0,468,0,15M
U60510,780,0,0,0,01G
U60524,182,52,0,0,72Q
U60622,312,0,0,0,11X
U60757,0,0,234,0,70F
U60843,0,0,156,0,15M
U60845,416,0,0,0,D2P2L
U60865,312,0,0,0,A3A8R
U60916,156,0,0,0,10Q
U60978,390,0,0,0,15M
U61151,702,0,0,0,91Q
U61321,0,0,312,0,15M
U61347,26,0,442,0,92G
U61505,78,0,78,0,15F
U61868,546,0,0,0,00P
U61963,390,0,0,0,36L
U62043,0,0,312,0,11N
U62122,0,0,312,0,M1J4Y
U62148,234,0,0,0,M2L0M
U62213,936,0,0,0,B2M3M
U62251,234,0,0,0,10Q
U62360,0,0,546,0,W2U3Z
U62384,0,0,325,0,03F
U62485,156,0,156,0,26A
U62501,390,0,0,0,15A
U62545,0,0,312,0,92G
U62614,0,0,702,0,W2U3Z
U62853,0,0,390,0,03N
U62975,546,0,0,0,18C
U62999,390,0,0,0,36L
U63047,234,0,0,0,93C
U63072,78,0,234,0,06H
U63129,78,0,312,0,52R
U63186,156,0,0,0,15A
U63233,156,0,0,0,D9Y0V
U63258,156,0,780,0,15M
U63386,78,0,0,0,14Y
U63454,390,0,0,0,02M
U63540,0,0,624,0,X2C4Y
U63565,0,0,390,0,11M
U63770,0,0,234,0,92G
U63843,624,0,0,0,15C
U63844,0,0,312,0,16C
U63948,0,0,390,0,04V
U64003,312,0,0,0,M2L0M
U64053,0,0,390,0,11N
U64148,156,0,0,0,05Q
U64165,0,0,234,0,M1J4Y
U64175,78,0,312,0,02Y
U64232,156,0,0,0,D9Y0V
U64356,0,0,468,0,M1J4Y
U64426,0,0,390,0,04C
U64436,156,0,0,0,00R
U64487,546,0,0,0,01D
U64531,0,0,312,0,15N
U64595,312,0,0,0,14L
U64597,624,0,0,0,01W
U64639,1391,0,0,0,99A
U64705,0,0,312,0,06L
U64748,0,0,312,0,11J
U64827,78,0,0,0,02Y
U64938,0,0,234,0,03N
U65039,0,0,78,0,15E
U65044,0,0,312,0,36J
U65095,0,0,546,0,52R
U65132,780,0,0,0,D2P2L
U65207,156,0,0,0,15C
U65316,780,0,0,0,00T
U65398,234,0,0,0,15A
U65434,390,0,0,0,72Q
U65471,468,0,78,0,A3A8R
U65562,78,0,0,0,18C
U65582,624,0,0,0,99A
U65725,169,0,403,0,03F
U65853,390,0,0,0,14L
U65941,156,0,312,0,06H
U65968,702,0,0,0,15E
U66005,234,0,0,0,18C
U66012,0,0,78,0,03Q
U66020,468,0,0,0,27D
U66146,546,0,0,0,D2P2L
U66218,0,0,546,0,03Q
U66269,0,0,234,0,92G
U66344,78,0,0,0,06T
U66368,312,0,0,0,02A
U66484,390,0,0,0,D2P2L
U66596,390,0,0,0,15C
U66620,624,0,0,0,36L
U66688,377,0,0,0,01H
U66785,0,0,468,0,15N
U66858,0,0,546,0,X2C4Y
U66904,0,0,312,0,06H
U67032,546,0,0,0,D4U1Y
U67045,546,0,0,0,91Q
U67110,546,0,0,0,72Q
U67133,312,0,0,0,91Q
U67149,624,0,0,0,01X
U67183,390,0,0,0,02G
U67243,0,0,234,0,15F
U67303,78,0,0,0,01H
U67304,234,0,0,0,92A
U67475,468,0,0,0,14Y
U67590,0,0,312,0,03W
U67607,0,0,78,0,15E
U67660,910,0,0,0,00Y
U67865,0,0,312,0,15M
U68127,0,0,741,0,07G
U68213,234,0,0,0,11N
U68252,780,0,0,0,B2M3M
U68450,78,0,156,0,92G
U68552,0,0,78,0,15N
U68649,234,0,312,0,15N
U68696,78,0,0,0,15A
U68943,312,0,0,0,27D
U68970,624,0,0,0,91Q
U69052,0,0,624,0,02H
U69072,390,0,78,0,05W
U69252,0,0,234,0,78H
U69393,754,0,0,0,01G
U69520,546,0,0,0,99A
U69551,156,0,312,0,X2C4Y
U69575,0,0,624,0,X2C4Y
U69625,468,0,0,0,15E
U69695,390,0,0,0,01A
U69720,468,0,0,0,00P
U69841,468,0,0,0,00Q
U69865,0,0,156,0,15N
U69901,0,0,156,0,11N
U70185,0,0,78,0,92G
U70212,0,0,390,0,16C
U70230,390,0,390,0,02H
U70326,390,0,0,0,D2P2L
U70497,65,0,715,0,84H
U70624,156,0,156,0,13T
U70739,234,0,0,0,10Q
U70886,234,0,0,0,15C
U71014,0,0,390,0,92G
U71089,156,0,156,0,06K
U71206,234,0,0,0,36L
U71550,0,0,468,0,71E
U71643,936,0,0,0,01J
U71716,0,0,780,0,71E
U71739,546,0,0,0,A3A8R
U71777,0,0,468,0,06H
U71839,234,0,0,0,14L
U71897,390,0,0,0,14Y
U71931,0,0,390,0,03W
U72114,0,0,156,0,10R
U72129,156,0,0,0,14Y
U72156,0,0,390,0,99E
U72231,234,0,0,0,36L
U72309,78,0,468,0,15E
U72457,78,0,156,0,06T
U72604,234,0,0,0,06N
U72706,78,0,312,0,26A
U72748,234,0,0,0,D9Y0V
U72812,130,0,572,0,15M
U72848,0,0,468,0,15N
U72999,0,0,312,0,02X
U73005,0,0,390,0,04C
U73009,312,0,0,0,91Q
U73010,78,0,0,0,D9Y0V
U73163,0,0,702,0,W2U3Z
U73212,0,0,468,0,26A
U73227,286,0,0,0,D4U1Y
U73296,78,0,0,0,15N
U73458,468,0,0,0,36L
U73478,468,0,0,0,00V
U73923,390,0,0,0,D2P2L
U73966,234,0,0,0,06N
U74074,143,0,234,0,15N
U74229,234,0,0,0,02M
U74266,156,0,0,0,91Q
U74544,13,0,377,0,04V
U74554,0,0,78,0,15E
U74798,858,0,0,0,36L
U74819,0,0,312,0,M1J4Y
U75018,468,0,312,0,02X
U75079,0,0,468,0,D9Y0V
U75268,0,0,468,0,71E
U75274,0,0,234,0,11J
U75375,156,0,0,0,10Q
U75382,429,0,0,0,06N
U75449,468,0,0,0,00Y
U75549,0,0,390,0,06H
U75847,520,0,0,0,D4U1Y
U76028,234,0,0,0,13T
U76032,546,0,0,0,11N
U76122,624,0,0,0,A3A8R
U76226,0,0,468,0,06T
U76315,0,0,546,0,15F
U76349,0,0,312,0,03F
U76383,0,0,156,0,36J
U76419,312,0,390,0,15E
U76444,0,0,156,0,15N
U76572,156,0,0,0,01H
U76753,0,0,468,0,03F
U76772,78,0,312,0,04V
U76778,468,0,0,0,72Q
U76801,312,0,0,0,00V
U76908,442,0,0,0,91Q
U76977,0,0,156,0,11M
U77096,260,0,195,0,84H
U77170,546,0,0,0,W2U3Z
U77200,390,0,0,0,14Y
U77203,234,0,0,0,06N
U77315,0,0,559,0,04C
U77416,624,0,0,0,D2P2L
U77447,390,0,0,0,72Q
U77584,0,0,312,0,92A
U77811,390,0,0,0,36L
U78157,624,0,0,0,W2U3Z
U78164,0,0,156,0,92G
U78207,78,0,858,0,15M
U78224,221,0,325,0,03Q
U78272,78,0,0,0,36L
U78361,0,0,780,0,36J
U78369,234,0,0,0,06N
U78443,390,0,0,0,01D
U78449,0,0,468,0,15F
U78462,0,0,390,0,92G
U78466,247,0,0,0,91Q
U78490,390,0,0,0,15C
U78517,156,0,0,0,93C
U78575,780,0,78,0,A3A8R
U78604,0,0,312,0,11J
U78610,0,0,78,0,00L
U78687,312,0,0,0,14L
U78694,390,0,0,0,18C
U78708,78,0,312,0,15F
U79003,390,0,78,0,15E
U79015,0,0,312,0,06H
U79019,0,0,312,0,92G
U79049,156,0,0,0,27D
U79121,468,0,0,0,12F
U79163,78,0,312,0,03K
U79246,0,0,312,0,03Q
U79310,78,0,312,0,X2C4Y
U79313,234,0,234,0,03N
U79381,0,0,156,0,15E
U79397,169,0,91,0,03F
U79408,624,0,0,0,01F
U79433,0,0,390,0,15E
U79464,0,0,156,0,78H
U79533,702,0,0,0,05Q
U79574,0,0,234,0,15N
U79587,0,0,702,0,W2U3Z
U79678,468,0,0,0,00T
U79723,0,0,624,0,99E
U79764,546,0,0,0,97R
U79881,390,0,0,0,02A
U79932,0,0,468,0,M1J4Y
U79938,468,0,0,0,00T
U80019,988,0,0,0,93C
U80186,312,0,0,0,99A
U80251,468,0,0,0,92A
U80264,156,0,0,0,15A
U80335,0,0,312,0,06K
U80470,0,0,312,0,42D
U80502,546,0,0,0,91Q
U80633,0,0,312,0,03N
U80679,0,0,390,0,06Q
U80710,0,0,624,0,W2U3Z
U80758,0,0,455,0,11J
U80779,156,0,0,0,70F
U81168,0,0,234,0,15F
U81184,390,0,0,0,93C
U81217,0,0,234,0,06H
U81307,390,0,0,0,11X
U81324,0,0,1092,0,W2U3Z
U81398,0,0,546,0,06K
U81405,234,0,0,0,01A
U81415,0,0,234,0,02T
U81483,338,0,0,0,42D
U81818,390,0,0,0,05G
U81825,0,0,325,0,84H
U81930,624,78,0,0,11X
U81960,0,0,546,0,W2U3Z
U81986,468,0,0,0,99A
U82047,0,0,468,0,06K
U82077,156,0,0,0,00R
U82095,0,0,390,0,03F
U82305,234,0,234,0,15E
U82359,312,0,0,0,91Q
U82404,234,0,0,0,14Y
U82430,0,0,390,0,92G
U82487,468,0,0,0,D4U1Y
U82499,156,0,234,0,02Q
U82523,78,0,312,0,15N
U82536,0,0,234,0,92G
U82612,546,0,0,0,27D
U82712,156,0,312,0,15F
U82731,546,0,0,0,00R
U82789,312,0,0,0,B2M3M
U82880,182,0,0,0,01V
U83168,390,0,0,0,93C
U83270,0,0,156,0,D2P2L
U83279,312,0,0,0,10Q
U83457,858,0,0,0,93C
U83494,234,0,0,0,05V
U83511,0,0,234,0,M1J4Y
U83524,0,0,78,0,06H
U83604,234,0,0,0,10Q
U83990,325,0,0,0,02A
U84081,234,0,0,0,91Q
U84150,156,0,0,78,36L
U84175,78,0,0,0,11X
U84198,0,0,390,0,15N
U84263,312,0,0,0,05V
U84277,0,0,312,0,D9Y0V
U84294,78,0,0,0,15C
U84379,78,0,312,0,02T
U84425,234,0,0,0,W2U3Z
U84454,0,0,468,0,99F
U84465,0,0,468,0,06Q
U84490,0,0,468,0,03R
U84529,702,0,0,0,18C
U84537,0,0,156,0,92G
U84543,0,0,312,0,15F
U84550,234,0,0,0,92A
U84655,468,0,0,0,93C
U84846,546,0,0,0,W2U3Z
U85008,0,0,312,0,16C
U85067,0,0,195,0,84H
U85108,572,0,0,0,00X
U85198,0,0,351,0,52R
U85257,104,0,234,0,16C
U85348,312,0,0,0,97R
U85476,0,0,78,0,36J
U85493,156,0,0,0,27D
U85644,0,0,156,0,92G
U85685,390,0,0,0,05W
U85744,390,0,0,0,36L
U85748,546,0,0,0,14L
U85953,0,0,468,0,06H
U85954,702,0,0,0,14L
U85986,468,0,0,0,27D
U86169,390,0,0,0,92A
U86258,0,0,312,0,M1J4Y
U86378,0,0,156,0,M1J4Y
U86433,78,0,0,0,D4U1Y
U86579,624,0,0,0,15C
U86623,312,0,0,0,92A
U86774,234,0,0,0,D9Y0V
U86881,702,0,0,0,D2P2L
U86948,390,0,0,0,18C
U86966,312,0,0,0,A3A8R
U87168,520,0,0,0,93C
U87170,78,0,390,0,13T
U87177,78,0,234,0,03L
U87199,390,0,0,0,A3A8R
U87221,624,0,0,0,D9Y0V
U87255,234,0,0,0,05W
U87298,0,0,468,0,W2U3Z
U87332,0,0,481,0,04C
U87442,624,0,0,0,91Q
U87478,234,0,0,0,70F
U87499,0,0,234,0,04C
U87508,0,0,312,0,06K
U87524,702,0,0,0,72Q
U87666,0,0,312,0,03H
U87755,312,0,0,0,15N
U87769,0,0,312,0,36J
U87776,156,0,78,0,A3A8R
U87787,546,0,0,0,36L
U87882,0,0,624,0,06K
U87914,234,0,0,0,15N
U87927,312,0,0,0,01V
U87975,234,0,0,0,00R
U87998,0,0,169,0,06Q
U88126,390,0,0,0,36L
U88179,234,0,0,0,15C
U88190,637,0,0,0,15E
U88254,0,0,234,0,06H
U88279,156,0,0,0,D9Y0V
U88280,0,0,390,0,03L
U88348,234,0,0,0,00Q
U88368,624,0,0,0,D2P2L
U88407,546,0,0,0,92A
U88414,858,0,0,0,04Y
U88623,546,0,0,0,27D
U88724,390,0,0,0,W2U3Z
U88743,234,0,0,0,14Y
U88820,468,0,0,0,72Q
U88890,156,0,546,0,03F
U89118,468,0,0,0,00N
U89131,546,0,0,0,92A
U89134,0,0,234,0,06H
U89141,0,0,520,0,16C
U89143,0,0,390,0,11J
U89154,234,0,0,0,A3A8R
U89162,0,0,624,0,07K
U89375,468,0,0,0,W2U3Z
U89419,312,0,0,0,15A
U89483,390,0,0,0,01W
U89554,221,13,156,0,06H
U89699,312,0,0,0,02Y
U89762,364,0,0,0,D4U1Y
U89776,390,0,0,0,01D
U89806,468,0,0,0,W2U3Z
U90050,312,0,0,0,92A
U90095,0,0,234,0,06L
U90174,468,0,0,0,D4U1Y
U90175,234,0,0,0,92A
U90236,390,0,0,0,10Q
U90309,0,0,78,0,M1J4Y
U90349,0,0,546,0,52R
U90453,468,0,0,0,36L
U90610,0,0,156,0,06L
U90656,0,0,390,0,15M
U90673,0,0,468,0,26A
U90861,156,0,78,0,D9Y0V
U90977,78,0,0,0,15C
U91110,195,0,195,0,99C
U91215,0,0,390,0,26A
U91254,793,0,0,0,13T
U91268,390,0,78,0,15E
U91286,0,0,117,0,M1J4Y
U91385,156,0,156,0,D9Y0V
U91471,0,0,546,0,W2U3Z
U91476,156,0,312,0,03N
U91762,312,0,0,0,B2M3M
U91790,0,0,312,0,42D
U91844,286,26,0,0,91Q
U91893,312,0,0,0,01V
U91913,234,0,156,0,15N
U91930,702,0,0,0,W2U3Z
U91937,468,0,78,0,05G
U91979,0,0,468,0,99E
U92034,312,0,0,0,91Q
U92096,780,0,0,0,91Q
U92100,156,0,0,0,91Q
U92125,390,0,0,0,15C
U92128,156,0,0,0,11N
U92151,312,0,0,0,36L
U92223,78,0,0,0,01H
U92384,234,0,0,0,14Y
U92455,312,0,390,0,D2P2L
U92558,0,0,234,0,99E
U92562,1326,0,0,0,B2M3M
U92581,156,0,78,0,15F
U92600,78,0,0,0,D9Y0V
U92720,468,0,156,0,A3A8R
U92836,234,0,0,0,36L
U92874,234,0,0,0,A3A8R
U92975,624,0,0,0,01E
U93045,390,0,0,0,A3A8R
U93148,0,0,390,0,92G
U93165,0,0,858,0,15E
U93462,0,0,390,0,03H
U93499,390,0,0,0,72Q
U93573,0,0,312,0,M1J4Y
U93726,0,0,546,0,71E
U93827,78,0,312,0,03N
U93843,0,0,1027,0,03H
U93998,156,0,247,0,05W
U94009,858,0,0,0,01X
U94037,468,0,0,0,01X
U94184,390,0,0,0,92A
U94317,468,0,0,0,B2M3M
U94342,234,0,156,0,52R
U94373,546,0,0,0,14L
U94399,0,0,546,0,71E
U94460,78,0,468,0,16C
U94471,312,0,0,0,W2U3Z
U94503,234,0,0,0,A3A8R
U94664,0,0,312,0,15F
U94681,78,0,234,0,26A
U94747,390,0,0,0,A3A8R
U94996,234,0,0,0,97R
U95154,0,0,728,0,W2U3Z
U95193,312,0,390,0,99C
U95344,390,0,0,0,02A
U95499,0,0,312,0,04V
U95574,0,0,312,0,06H
U95654,390,0,0,0,10Q
U95672,234,0,0,0,D9Y0V
U95792,0,0,156,0,06L
U95892,0,0,169,0,03H
U96077,0,0,234,0,15N
U96099,312,0,0,0,10Q
U96127,234,0,78,0,02H
U96137,0,0,234,0,06L
U96198,390,0,0,0,18C
U96202,26,0,169,0,84H
U96282,78,0,78,0,15F
U96386,0,0,312,0,70F
U96434,312,0,0,0,36L
U96568,234,0,156,0,78H
U96599,312,0,0,0,93C
U96653,390,0,0,0,01A
U96870,78,0,546,0,02E
U97051,390,0,0,0,06N
U97058,1404,78,0,0,01T
U97101,78,0,156,0,03K
U97340,156,0,0,0,D9Y0V
U97504,390,0,0,0,04Y
U97645,390,0,0,0,00R
U97650,312,0,0,0,36L
U97651,0,0,312,0,78H
U97695,312,0,0,0,18C
U97785,0,0,78,0,02Y
U97801,312,0,78,0,00T
U98004,0,0,1014,0,W2U3Z
U98116,156,0,0,0,D9Y0V
U98152,234,78,0,0,27D
U98167,156,0,0,0,15C
U98291,0,0,468,0,D2P2L
U98318,0,0,234,0,42D
U98408,468,0,0,0,14L
U98432,234,0,0,0,27D
U98513,0,0,312,0,36J
U98530,0,0,468,0,07G
U98548,156,0,0,0,15A
U98580,390,0,0,0,72Q
U98623,0,0,312,0,15F
U98785,0,0,390,0,07K
U98974,468,0,0,0,18C
U98994,0,0,312,0,42D
U99055,0,0,546,0,03L
U99194,1469,0,0,0,12F
U99255,234,0,0,0,A3A8R
U99355,546,0,0,0,72Q
U99438,702,0,0,0,97R
U99463,0,0,936,0,52R
U99474,780,0,0,78,15A
U99739,0,0,312,0,06Q
U99971,624,0,0,0,01W
